ID,NombreEmpleado,Departamento,Cargo,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,Año,Notas,Oficina,TipoContrato
2161,Jose Hugo Ortega Torres,People (RRHH),Reclutador (Trainee),4659,1262,987,1489,6908,8397,2025,,Centros de Distribucion,Part-Time
2162,Sergio Raul Mendoza Gonzalez,Operaciones (Supply),Analista de Calidad,3622,1108,924,1163,5654,6817,2025,,Oficinas Administrativas,Part-Time
2163,Ricardo Ricardo Morales Sanchez,Logistica,Gestor de Flota,4209,492,769,,5470,5470,2025,,Oficina Regional,Part-Time
2164,Natalia Maria Gonzalez Rojas,People (RRHH),Business Partner,4172,874,306,342,5352,5694,2025,,Planta Industrial (Matriz),Part-Time
2165,Luis Julio Castro Sanchez,Marketing,Trade Marketing,1797,1232,746,390,3775,4165,2025,,Planta Industrial (Matriz),Part-Time
2166,Ricardo Julio Mendoza Torres,Operaciones (Supply),Maestro Cervecero,4592,874,447,517,5913,6430,2025,,Planta Industrial (Matriz),
2167,Silvia Elena Perez Lopez,People (RRHH),Reclutador (Trainee),1388,645,198,265,2231,2496,2025,,Planta Industrial (Matriz),Part-Time
2168,Laura Daniela Torres Castro,Marketing,Trade Marketing,1857,713,321,547,2891,3438,2025,,Oficina Regional,Full-Time
2169,Gabriela Elena Herrera Ortega,People (RRHH),Business Partner,2641,1438,973,302,5052,5354,2025,,Oficina Regional,Part-Time
2170,Rafael Sergio Ortega Morales,Operaciones (Supply),Maestro Cervecero,1634,1268,78,838,2980,3818,2025,,Oficinas Administrativas,Full-Time
2171,Carlos Diego Herrera Vargas,Operaciones (Supply),Analista de Calidad,2530,208,310,860,3048,3908,2025,,Planta Industrial (Matriz),Full-Time
2172,Veronica Lucia Castro Vargas,Tecnologia (Tech),Analista de Datos,1310,1232,535,1032,3077,4109,2025,,Centros de Distribucion,Part-Time
2173,Sergio Hugo Ramirez Torres,Operaciones (Supply),Operador de Envasado,1156,165,275,1052,1596,2648,2025,,Oficina Regional,Full-Time
2174,Sergio Rafael Sanchez Perez,People (RRHH),Reclutador (Trainee),3777,452,549,983,4778,5761,2025,,Oficina Regional,Full-Time
2175,Luis Rafael Suarez Morales,Marketing,Brand Manager,3232,1305,682,352,5219,5571,2025,,Planta Industrial (Matriz),Full-Time
2176,Maria Camila Delgado Lopez,Tecnologia (Tech),Analista de Datos,2625,162,836,265,3623,3888,2025,,Centros de Distribucion,Full-Time
2177,Gabriela Elena Perez Diaz,Comercial / Ventas,Key Account Manager,1707,287,779,451,2773,3224,2025,,Planta Industrial,Part-Time
2178,Rafael Julio Perez Ortega,Logistica,Gestor de Flota,1402,1022,896,1431,3320,4751,2025,,Planta Industrial,Part-Time
2179,Alberto Miguel Ortega Martinez,Comercial / Ventas,Key Account Manager,1926,1410,75,834,3411,4245,2025,,Oficinas Administrativas,Full-Time
2180,Rosa Laura Torres Mendoza,Comercial / Ventas,Preventista (BEES),4841,1404,343,587,6588,7175,2025,,Planta Industrial,Full-Time
2181,Elena Maria Garcia Garcia,Operaciones (Supply),Operador de Envasado,4555,704,328,397,5587,5984,2025,,Planta Industrial,Full-Time
2182,Rafael Jose Sanchez Mendoza,People (RRHH),Business Partner,1848,1414,353,201,3615,3816,2025,,Centros de Distribucion,Full-Time
2183,Pedro Jorge Delgado Lopez,Operaciones (Supply),Maestro Cervecero,4459,918,408,535,5785,6320,2025,,Oficina Regional,Part-Time
2184,Patricia Monica Lopez Diaz,Logistica,Gestor de Flota,3157,386,108,1191,3651,4842,2025,,Centros de Distribucion,Full-Time
2185,Julio Fernando Flores Martinez,People (RRHH),Business Partner,1906,920,207,1292,3033,4325,2025,,Oficinas Administrativas,Part-Time
2186,Paula Gabriela Martinez Ramirez,Operaciones (Supply),Analista de Calidad,2812,123,237,418,3172,3590,2025,,Planta Industrial,Part-Time
2187,Julio Miguel Perez Rojas,Logistica,Planificador de Demanda,4213,1300,395,771,5908,6679,2025,,Planta Industrial (Matriz),Full-Time
2188,Natalia Lucia Morales Ramirez,People (RRHH),Business Partner,868,872,621,700,2361,3061,2025,,Planta Industrial (Matriz),Part-Time
2189,Diego Raul Morales Herrera,Operaciones (Supply),Operador de Envasado,1160,541,630,1431,2331,3762,2025,,Oficina Regional,Full-Time
2190,Ricardo Carlos Diaz Gonzalez,Logistica,Gestor de Flota,3361,690,703,336,4754,5090,2025,,Planta Industrial,Part-Time
2191,Gabriela Laura Perez Sanchez,Logistica,Gestor de Flota,1486,389,240,,2115,2115,2025,,Oficina Regional,Full-Time
2192,Jose Alberto Gonzalez Torres,Tecnologia (Tech),Analista de Datos,4801,1480,920,776,7201,7977,2025,,Oficinas Administrativas,Full-Time
2193,Eduardo Luis Torres Morales,Operaciones (Supply),Analista de Calidad,1258,1030,981,621,3269,3890,2025,,Centros de Distribucion,Part-Time
2194,Maria Paula Delgado Ramirez,Finanzas,Controller Financiero,3906,1065,288,222,5259,5481,2025,,Oficina Regional,Full-Time
2195,Pedro Andres Morales Herrera,Logistica,Planificador de Demanda,2621,155,749,838,3525,4363,2025,,Planta Industrial,Full-Time
2196,Mario Rafael Mendoza Rojas,Operaciones (Supply),Analista de Calidad,1774,1253,933,1151,3960,5111,2025,,Centros de Distribucion,Full-Time
2197,Eduardo Julio Delgado Castro,Comercial / Ventas,Preventista (BEES),1568,1389,228,1381,3185,4566,2025,,Oficina Regional,Part-Time
2198,Miguel Sergio Morales Delgado,Marketing,Brand Manager,4330,146,0,480,4476,4956,2025,,Planta Industrial (Matriz),Full-Time
2199,Eduardo Miguel Suarez Rojas,Comercial / Ventas,Preventista (BEES),1527,1303,975,948,3805,4753,2025,,Oficinas Administrativas,Full-Time
2200,Elena Laura Castro Delgado,Comercial / Ventas,Preventista (BEES),2057,273,70,378,2400,2778,2025,,Centros de Distribucion,Part-Time
2201,Pedro Luis Perez Delgado,Comercial / Ventas,Key Account Manager,1207,467,311,929,1985,2914,2025,,Planta Industrial,Full-Time
2202,Ricardo Alberto Flores Flores,Logistica,Gestor de Flota,2724,557,236,1294,3517,4811,2025,,Oficina Regional,Part-Time
2203,Sofia Natalia Vargas Castro,Logistica,Gestor de Flota,4654,1050,462,811,6166,6977,2025,,Centros de Distribucion,Part-Time
2204,Raul Jorge Morales Rodriguez,Marketing,Trade Marketing,902,1185,895,650,2982,3632,2025,,Oficina Regional,Part-Time
2205,Eduardo Miguel Herrera Herrera,Finanzas,Controller Financiero,1493,856,730,1397,3079,4476,2025,,Oficina Regional,Full-Time
2206,Raul Luis Vargas Ortega,People (RRHH),Business Partner,2826,576,379,628,3781,4409,2025,,Centros de Distribucion,Part-Time
2207,Patricia Ana Flores Delgado,People (RRHH),Reclutador (Trainee),4037,927,223,1372,5187,6559,2025,,Oficina Regional,Full-Time
2208,Eduardo Fernando Vargas Rodriguez,Marketing,Trade Marketing,4322,465,970,1002,5757,6759,2025,,Oficina Regional,Full-Time
2209,Rosa Laura Morales Morales,Operaciones (Supply),Maestro Cervecero,4702,498,402,717,5602,6319,2025,,Centros de Distribucion,Full-Time
2210,Carlos Andres Ramirez Delgado,Marketing,Brand Manager,2952,498,754,756,4204,4960,2025,,Centros de Distribucion,Part-Time
2211,Laura Monica Herrera Perez,Operaciones (Supply),Analista de Calidad,2965,339,61,522,3365,3887,2025,,Oficinas Administrativas,Part-Time
2212,Valentina Ana Morales Perez,Operaciones (Supply),Operador de Envasado,4733,1157,268,771,6158,6929,2025,,Oficina Regional,Part-Time
2213,Camila Valentina Rojas Suarez,People (RRHH),Business Partner,2720,1293,646,509,4659,5168,2025,,Oficina Regional,
2214,Juan Jose Torres Rojas,Sostenibilidad,Coordinador de Agro,1260,457,775,946,2492,3438,2025,,Planta Industrial,Part-Time
2215,Jorge Alberto Suarez Vargas,People (RRHH),Reclutador (Trainee),1443,934,657,1150,3034,4184,2025,,Oficina Regional,Full-Time
2216,Jose Mario Rodriguez Flores,Marketing,Brand Manager,4117,321,583,,5021,5021,2025,,Planta Industrial,Full-Time
2217,Valentina Natalia Gonzalez Perez,Comercial / Ventas,Key Account Manager,1300,601,498,1000,2399,3399,2025,,Oficina Regional,Full-Time
2218,Gabriela Patricia Suarez Torres,Operaciones (Supply),Maestro Cervecero,2931,902,634,1425,4467,5892,2025,,Oficina Regional,Part-Time
2219,Patricia Paula Ramirez Flores,People (RRHH),Reclutador (Trainee),4101,873,341,624,5315,5939,2025,,Planta Industrial (Matriz),Part-Time
2220,Patricia Laura Gonzalez Lopez,People (RRHH),Reclutador (Trainee),2727,1043,489,867,4259,5126,2025,,Planta Industrial,Full-Time
2221,Monica Veronica Flores Diaz,Tecnologia (Tech),Analista de Datos,1110,646,112,1251,1868,3119,2025,,Planta Industrial (Matriz),Part-Time
2222,Veronica Valentina Sanchez Diaz,Finanzas,Controller Financiero,3815,891,217,1260,4923,6183,2025,,Oficina Regional,Part-Time
2223,Natalia Carmen Suarez Vargas,Comercial / Ventas,Key Account Manager,3199,989,891,1277,5079,6356,2025,,Oficinas Administrativas,Full-Time
2224,Camila Claudia Vargas Vargas,Marketing,Trade Marketing,3239,310,731,295,4280,4575,2025,,Planta Industrial,Full-Time
2225,Ana Camila Rojas Vargas,Sostenibilidad,Coordinador de Agro,1553,947,364,531,2864,3395,2025,,Planta Industrial,Part-Time
2226,Fernando Pedro Rojas Ortega,Finanzas,Controller Financiero,4909,1459,533,877,6901,7778,2025,,Oficina Regional,Part-Time
2227,Carlos Victor Ortega Lopez,People (RRHH),Business Partner,4590,1341,183,1325,6114,7439,2025,,Centros de Distribucion,Full-Time
2228,Andrea Claudia Perez Perez,Logistica,Planificador de Demanda,3104,1403,438,666,4945,5611,2025,,Oficina Regional,Part-Time
2229,Ricardo Juan Suarez Flores,Tecnologia (Tech),Analista de Datos,4621,1496,816,1411,6933,8344,2025,,Oficina Regional,Full-Time
2230,Juan Alberto Rojas Morales,Tecnologia (Tech),Analista de Datos,3365,252,765,1497,4382,5879,2025,,Planta Industrial (Matriz),
2231,Claudia Claudia Garcia Suarez,Tecnologia (Tech),Analista de Datos,2810,1259,124,565,4193,4758,2025,,Planta Industrial,Full-Time
2232,Alberto Luis Rojas Perez,Logistica,Planificador de Demanda,1200,587,754,731,2541,3272,2025,,Planta Industrial,Full-Time
2233,Ricardo Sergio Martinez Ortega,People (RRHH),Reclutador (Trainee),3944,411,3,271,4358,4629,2025,,Planta Industrial,
2234,Diego Juan Ortega Perez,People (RRHH),Reclutador (Trainee),4299,1015,850,843,6164,7007,2025,,Oficinas Administrativas,
2235,Patricia Paula Ramirez Herrera,Operaciones (Supply),Maestro Cervecero,4765,123,411,1302,5299,6601,2025,,Oficina Regional,Full-Time
2236,Carlos Sergio Morales Rodriguez,Logistica,Gestor de Flota,1264,778,565,1441,2607,4048,2025,,Oficina Regional,Full-Time
2237,Paula Silvia Ramirez Flores,Sostenibilidad,Coordinador de Agro,4899,1480,825,1454,7204,8658,2025,,Oficina Regional,Full-Time
2238,Sergio Victor Diaz Perez,Marketing,Brand Manager,1259,875,913,1458,3047,4505,2025,,Centros de Distribucion,Part-Time
2239,Valentina Carmen Castro Mendoza,People (RRHH),Reclutador (Trainee),1050,,570,382,1620,2002,2025,,Oficinas Administrativas,Full-Time
2240,Gabriela Patricia Garcia Vargas,Marketing,Trade Marketing,1888,153,397,700,2438,3138,2025,,Planta Industrial,Full-Time
2241,Eduardo Eduardo Perez Morales,Marketing,Brand Manager,4156,700,750,,5606,5606,2025,,Oficinas Administrativas,Full-Time
2242,Victor Alberto Ramirez Mendoza,Logistica,Planificador de Demanda,2124,137,612,706,2873,3579,2025,,Centros de Distribucion,Full-Time
2243,Gabriela Daniela Herrera Sanchez,Logistica,Gestor de Flota,1204,1233,777,823,3214,4037,2025,,Planta Industrial,Full-Time
2244,Andres Juan Herrera Vargas,Tecnologia (Tech),Analista de Datos,2457,391,877,508,3725,4233,2025,,Oficina Regional,Full-Time
2245,Rafael Eduardo Mendoza Vargas,Marketing,Brand Manager,4060,,422,999,4482,5481,2025,,Centros de Distribucion,Full-Time
2246,Paula Monica Sanchez Lopez,Comercial / Ventas,Key Account Manager,4087,1191,417,1042,5695,6737,2025,,Planta Industrial (Matriz),Part-Time
2247,Pedro Luis Gonzalez Suarez,Comercial / Ventas,Key Account Manager,3843,1339,521,893,5703,6596,2025,,Planta Industrial (Matriz),Full-Time
2248,Ricardo Sergio Vargas Herrera,People (RRHH),Business Partner,4348,471,79,,4898,4898,2025,,Centros de Distribucion,Full-Time
2249,Ricardo Sergio Flores Morales,Marketing,Trade Marketing,4393,1016,767,752,6176,6928,2025,,Planta Industrial (Matriz),Part-Time
2250,Victor Jorge Flores Sanchez,Operaciones (Supply),Analista de Calidad,4751,136,531,1465,5418,6883,2025,,Oficinas Administrativas,Full-Time
2251,Silvia Andrea Herrera Castro,Operaciones (Supply),Analista de Calidad,2588,194,909,630,3691,4321,2025,,Planta Industrial,
2252,Victor Fernando Sanchez Mendoza,People (RRHH),Reclutador (Trainee),3995,193,27,991,4215,5206,2025,,Planta Industrial,Full-Time
2253,Patricia Daniela Delgado Diaz,Operaciones (Supply),Operador de Envasado,1619,752,314,611,2685,3296,2025,,Planta Industrial (Matriz),Part-Time
2254,Elena Andrea Garcia Torres,Operaciones (Supply),Analista de Calidad,3608,1118,952,637,5678,6315,2025,,Planta Industrial,
2255,Claudia Ana Suarez Perez,Logistica,Gestor de Flota,2494,775,383,1200,3652,4852,2025,,Oficina Regional,Part-Time
2256,Paula Daniela Delgado Castro,Finanzas,Controller Financiero,1429,1058,782,1409,3269,4678,2025,,Planta Industrial,Part-Time
2257,Miguel Eduardo Garcia Rodriguez,Marketing,Brand Manager,1831,168,566,1395,2565,3960,2025,,Oficinas Administrativas,Part-Time
2258,Andrea Claudia Perez Lopez,Finanzas,Controller Financiero,4143,740,437,1257,5320,6577,2025,,Planta Industrial (Matriz),Part-Time
2259,Camila Patricia Castro Diaz,People (RRHH),Reclutador (Trainee),4926,1045,406,642,6377,7019,2025,,Centros de Distribucion,Part-Time
2260,Andrea Laura Gonzalez Garcia,Comercial / Ventas,Key Account Manager,4418,193,891,803,5502,6305,2025,,Oficina Regional,Full-Time
2261,Jorge Mario Morales Perez,Logistica,Planificador de Demanda,4518,997,978,1372,6493,7865,2025,,Centros de Distribucion,Full-Time
2262,Daniela Gabriela Flores Delgado,Comercial / Ventas,Key Account Manager,4160,955,331,988,5446,6434,2025,,Centros de Distribucion,Full-Time
2263,Ricardo Diego Suarez Rojas,Comercial / Ventas,Key Account Manager,2418,1174,861,1023,4453,5476,2025,,Planta Industrial (Matriz),Part-Time
2264,Pedro Rafael Mendoza Torres,Finanzas,Controller Financiero,2260,973,115,589,3348,3937,2025,,Oficinas Administrativas,Full-Time
2265,Camila Gabriela Rodriguez Castro,Comercial / Ventas,Key Account Manager,1367,1189,898,438,3454,3892,2025,,Oficina Regional,Full-Time
2266,Andrea Veronica Morales Garcia,Finanzas,Controller Financiero,1455,1234,639,1108,3328,4436,2025,,Centros de Distribucion,Full-Time
2267,Hugo Jose Ortega Lopez,Comercial / Ventas,Key Account Manager,3716,758,372,515,4846,5361,2025,,Oficinas Administrativas,Part-Time
2268,Hugo Andres Vargas Herrera,Marketing,Brand Manager,1207,118,939,1417,2264,3681,2025,,Oficina Regional,Full-Time
2269,Ricardo Sergio Suarez Vargas,Finanzas,Controller Financiero,3770,1432,275,308,5477,5785,2025,,Centros de Distribucion,
2270,Maria Carmen Mendoza Gonzalez,Marketing,Trade Marketing,4327,645,375,1316,5347,6663,2025,,Oficinas Administrativas,
2271,Juan Victor Morales Perez,Marketing,Brand Manager,2020,162,202,1244,2384,3628,2025,,Oficina Regional,Full-Time
2272,Natalia Paula Lopez Sanchez,Sostenibilidad,Coordinador de Agro,2617,895,80,,3592,3592,2025,,Planta Industrial,Full-Time
2273,Hugo Raul Flores Torres,Logistica,Planificador de Demanda,1064,965,61,451,2090,2541,2025,,Oficina Regional,Part-Time
2274,Valentina Camila Rodriguez Morales,Marketing,Brand Manager,1836,809,772,741,3417,4158,2025,,Centros de Distribucion,Part-Time
2275,Carlos Raul Vargas Martinez,Logistica,Planificador de Demanda,3573,463,845,764,4881,5645,2025,,Oficina Regional,Full-Time
2276,Victor Julio Torres Torres,Operaciones (Supply),Maestro Cervecero,3508,340,813,1115,4661,5776,2025,,Planta Industrial (Matriz),Part-Time
2277,Sofia Natalia Ramirez Morales,Logistica,Planificador de Demanda,2255,1197,326,346,3778,4124,2025,,Planta Industrial,Full-Time
2278,Hugo Pedro Herrera Morales,Operaciones (Supply),Analista de Calidad,3221,1334,239,505,4794,5299,2025,,Oficina Regional,Part-Time
2279,Andres Andres Martinez Rodriguez,Logistica,Gestor de Flota,2094,155,306,704,2555,3259,2025,,Planta Industrial,Full-Time
2280,Elena Rosa Suarez Herrera,Comercial / Ventas,Key Account Manager,1973,172,15,1196,2160,3356,2025,,Planta Industrial,Part-Time
2281,Julio Diego Gonzalez Sanchez,Logistica,Planificador de Demanda,1595,712,779,1190,3086,4276,2025,,Oficinas Administrativas,Part-Time
2282,Laura Carmen Flores Gonzalez,Marketing,Trade Marketing,3802,1114,448,960,5364,6324,2025,,Oficinas Administrativas,Full-Time
2283,Victor Victor Torres Mendoza,Marketing,Trade Marketing,2619,867,536,1326,4022,5348,2025,,Planta Industrial (Matriz),Full-Time
2284,Eduardo Carlos Sanchez Castro,Tecnologia (Tech),Analista de Datos,3506,879,506,608,4891,5499,2025,,Centros de Distribucion,Full-Time
2285,Carmen Valentina Morales Torres,Finanzas,Controller Financiero,1462,1111,32,237,2605,2842,2025,,Planta Industrial (Matriz),Part-Time
2286,Victor Ricardo Rodriguez Martinez,Tecnologia (Tech),Analista de Datos,2690,1099,693,627,4482,5109,2025,,Planta Industrial (Matriz),Full-Time
2287,Victor Jorge Mendoza Rojas,Marketing,Brand Manager,3119,1076,534,1450,4729,6179,2025,,Planta Industrial,Part-Time
2288,Rafael Alberto Sanchez Suarez,Logistica,Gestor de Flota,1317,220,672,1154,2209,3363,2025,,Oficinas Administrativas,Part-Time
2289,Claudia Paula Mendoza Mendoza,Marketing,Trade Marketing,2311,1023,152,834,3486,4320,2025,,Centros de Distribucion,Part-Time
2290,Ricardo Diego Rodriguez Vargas,Operaciones (Supply),Operador de Envasado,2888,1464,754,793,5106,5899,2025,,Planta Industrial (Matriz),
2291,Carmen Patricia Diaz Gonzalez,Comercial / Ventas,Preventista (BEES),2939,,96,1372,3035,4407,2025,,Planta Industrial,
2292,Laura Laura Vargas Garcia,Operaciones (Supply),Maestro Cervecero,3101,140,945,224,4186,4410,2025,,Planta Industrial,
2293,Camila Maria Ortega Suarez,Marketing,Brand Manager,2621,929,581,777,4131,4908,2025,,Planta Industrial (Matriz),Full-Time
2294,Natalia Silvia Gonzalez Ramirez,Sostenibilidad,Coordinador de Agro,3602,405,650,1207,4657,5864,2025,,Oficina Regional,Part-Time
2295,Andrea Lucia Rojas Ortega,Operaciones (Supply),Operador de Envasado,1170,1242,566,686,2978,3664,2025,,Oficinas Administrativas,
2296,Ana Carmen Garcia Castro,Comercial / Ventas,Key Account Manager,3038,1220,721,553,4979,5532,2025,,Planta Industrial (Matriz),Part-Time
2297,Rafael Juan Morales Castro,Operaciones (Supply),Operador de Envasado,4446,270,422,1444,5138,6582,2025,,Planta Industrial,Full-Time
2298,Elena Laura Sanchez Vargas,Tecnologia (Tech),Analista de Datos,4682,1273,678,1052,6633,7685,2025,,Planta Industrial,Part-Time
2299,Carlos Julio Sanchez Perez,Operaciones (Supply),Operador de Envasado,2358,467,481,1108,3306,4414,2025,,Planta Industrial,Full-Time
2300,Claudia Carmen Lopez Lopez,Marketing,Trade Marketing,4967,638,861,772,6466,7238,2025,,Oficina Regional,Part-Time
2301,Fernando Ricardo Sanchez Rojas,Sostenibilidad,Coordinador de Agro,3506,1021,372,987,4899,5886,2025,,Oficinas Administrativas,Part-Time
2302,Julio Hugo Vargas Suarez,Operaciones (Supply),Maestro Cervecero,4854,452,165,1129,5471,6600,2025,,Planta Industrial,Full-Time
2303,Patricia Rosa Morales Rojas,Finanzas,Controller Financiero,4347,292,766,504,5405,5909,2025,,Planta Industrial,Part-Time
2304,Patricia Carmen Herrera Rojas,Logistica,Gestor de Flota,2767,980,381,1023,4128,5151,2025,,Oficinas Administrativas,Part-Time
2305,Andres Jose Perez Garcia,Marketing,Brand Manager,2074,1221,33,719,3328,4047,2025,,Planta Industrial,Part-Time
2306,Sofia Veronica Martinez Ortega,Operaciones (Supply),Maestro Cervecero,4809,1012,924,857,6745,7602,2025,,Oficina Regional,Part-Time
2307,Juan Julio Martinez Ramirez,Sostenibilidad,Coordinador de Agro,1775,1369,943,250,4087,4337,2025,,Oficinas Administrativas,Part-Time
